timestamp,open,high,low,close,volume,date
1772377200000,1999.96,2005.74,1999.96,2005.07,13.0331,2026-03-01 15:00:00
1772377500000,2004.49,2005.79,2000.33,2004.53,9.5023,2026-03-01 15:05:00
1772377800000,2005.13,2007.17,2002.83,2007.17,10.9514,2026-03-01 15:10:00
1772378100000,2008.22,2013.12,2007.32,2009.56,16.674,2026-03-01 15:15:00
1772378400000,2010.09,2012.41,2006.81,2007.52,12.3358,2026-03-01 15:20:00
1772378700000,2007.44,2013.2,2007.44,2009.62,20.6535,2026-03-01 15:25:00
1772379000000,2010.43,2013.73,2010.43,2013.56,10.1761,2026-03-01 15:30:00
1772379300000,2014.09,2015.66,2012.46,2013.16,7.079,2026-03-01 15:35:00
1772379600000,2014.19,2014.99,2012.44,2012.44,7.2731,2026-03-01 15:40:00
1772379900000,2013.33,2013.33,2008.7,2010.22,11.7612,2026-03-01 15:45:00
1772380200000,2011.36,2013.0,2005.45,2005.58,12.0129,2026-03-01 15:50:00
1772380500000,2005.36,2007.11,1992.91,1992.91,18.6213,2026-03-01 15:55:00
1772380800000,1994.37,2002.79,1984.86,2001.92,22.683,2026-03-01 16:00:00
1772381100000,2002.98,2003.91,2000.83,2001.15,15.5344,2026-03-01 16:05:00
1772381400000,2002.23,2002.81,1999.35,1999.35,11.378,2026-03-01 16:10:00
1772381700000,2000.44,2002.55,1998.37,2002.54,16.1543,2026-03-01 16:15:00
1772382000000,2002.11,2002.11,1996.02,2000.09,11.2598,2026-03-01 16:20:00
1772382300000,2000.31,2007.68,2000.31,2007.37,11.857,2026-03-01 16:25:00
1772382600000,2004.9,2006.21,2004.13,2005.32,7.042,2026-03-01 16:30:00
1772382900000,2005.91,2005.91,2003.29,2003.29,4.6348,2026-03-01 16:35:00
1772383200000,2001.77,2002.25,2001.28,2001.28,0.2717,2026-03-01 16:40:00
1772383500000,2000.24,2000.24,1969.45,1974.62,50.6852,2026-03-01 16:45:00
1772383800000,1974.06,1977.42,1961.35,1970.3,45.7305,2026-03-01 16:50:00
1772384100000,1971.72,1976.15,1971.67,1973.7,25.0804,2026-03-01 16:55:00
1772384400000,1973.74,1975.36,1966.58,1970.15,18.8754,2026-03-01 17:00:00
1772384700000,1970.67,1974.74,1970.42,1973.66,11.9467,2026-03-01 17:05:00
1772385000000,1974.12,1974.12,1968.52,1971.22,11.7276,2026-03-01 17:10:00
1772385300000,1970.38,1970.38,1955.99,1959.33,22.1916,2026-03-01 17:15:00
1772385600000,1960.06,1966.49,1953.58,1966.49,15.5657,2026-03-01 17:20:00
1772385900000,1965.79,1966.74,1963.88,1964.34,18.1442,2026-03-01 17:25:00
1772386200000,1964.3,1967.46,1961.99,1967.46,7.9303,2026-03-01 17:30:00
1772386500000,1968.94,1970.89,1967.62,1969.16,7.211,2026-03-01 17:35:00
1772386800000,1968.97,1970.9,1967.76,1969.74,4.6045,2026-03-01 17:40:00
1772387100000,1968.68,1974.0,1965.64,1971.55,25.2407,2026-03-01 17:45:00
1772387400000,1971.6,1974.47,1971.09,1971.5,6.716,2026-03-01 17:50:00
1772387700000,1968.4,1969.28,1959.58,1959.73,20.2649,2026-03-01 17:55:00
1772388000000,1961.94,1990.11,1961.94,1984.02,45.409,2026-03-01 18:00:00
1772388300000,1984.57,1996.5,1982.02,1989.15,35.0379,2026-03-01 18:05:00
1772388600000,1987.7,1987.7,1982.69,1983.72,11.71,2026-03-01 18:10:00
1772388900000,1984.08,1991.8,1983.43,1983.43,11.0631,2026-03-01 18:15:00
1772389200000,1983.02,1984.85,1981.19,1982.16,16.3948,2026-03-01 18:20:00
