timestamp,open,high,low,close,volume,date
1772377200000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:00:00
1772377500000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:05:00
1772377800000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:10:00
1772378100000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:15:00
1772378400000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:20:00
1772378700000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:25:00
1772379000000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:30:00
1772379300000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:35:00
1772379600000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:40:00
1772379900000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:45:00
1772380200000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:50:00
1772380500000,0.09399,0.09399,0.09399,0.09399,0.0,2026-03-01 15:55:00
1772380800000,0.09372,0.09395,0.09372,0.09395,154.0,2026-03-01 16:00:00
1772381100000,0.0942,0.0942,0.09413,0.09413,381.0,2026-03-01 16:05:00
1772381400000,0.09413,0.09413,0.09413,0.09413,0.0,2026-03-01 16:10:00
1772381700000,0.09413,0.09413,0.09413,0.09413,0.0,2026-03-01 16:15:00
1772382000000,0.09387,0.09387,0.09387,0.09387,212.0,2026-03-01 16:20:00
1772382300000,0.09434,0.09447,0.09434,0.09447,356.0,2026-03-01 16:25:00
1772382600000,0.09444,0.09444,0.09435,0.09435,1771.0,2026-03-01 16:30:00
1772382900000,0.09435,0.09435,0.09435,0.09435,0.0,2026-03-01 16:35:00
1772383200000,0.09413,0.09413,0.09413,0.09413,213.0,2026-03-01 16:40:00
1772383500000,0.09398,0.09398,0.09295,0.09295,9758.0,2026-03-01 16:45:00
1772383800000,0.09257,0.09257,0.09221,0.09221,6820.0,2026-03-01 16:50:00
1772384100000,0.09221,0.09221,0.09221,0.09221,0.0,2026-03-01 16:55:00
1772384400000,0.09263,0.09263,0.09261,0.09261,980.0,2026-03-01 17:00:00
1772384700000,0.09287,0.09287,0.09287,0.09287,69.0,2026-03-01 17:05:00
1772385000000,0.0928,0.0928,0.0928,0.0928,44.0,2026-03-01 17:10:00
1772385300000,0.0922,0.0922,0.09187,0.09205,10094.0,2026-03-01 17:15:00
1772385600000,0.09185,0.09185,0.0918,0.0918,1010.0,2026-03-01 17:20:00
1772385900000,0.0918,0.0918,0.0918,0.0918,0.0,2026-03-01 17:25:00
1772386200000,0.0918,0.0918,0.0918,0.0918,0.0,2026-03-01 17:30:00
1772386500000,0.0926,0.0926,0.0926,0.0926,1113.0,2026-03-01 17:35:00
1772386800000,0.0926,0.0926,0.0926,0.0926,0.0,2026-03-01 17:40:00
1772387100000,0.0926,0.0926,0.0926,0.0926,0.0,2026-03-01 17:45:00
1772387400000,0.0926,0.0926,0.0926,0.0926,0.0,2026-03-01 17:50:00
1772387700000,0.0926,0.0926,0.0926,0.0926,0.0,2026-03-01 17:55:00
1772388000000,0.09252,0.09323,0.09252,0.09323,1849.0,2026-03-01 18:00:00
1772388300000,0.09342,0.09352,0.09342,0.09352,3310.0,2026-03-01 18:05:00
1772388600000,0.09352,0.09352,0.09352,0.09352,0.0,2026-03-01 18:10:00
1772388900000,0.09352,0.09352,0.09352,0.09352,0.0,2026-03-01 18:15:00
1772389200000,0.09352,0.09352,0.09352,0.09352,0.0,2026-03-01 18:20:00
1772389500000,0.09352,0.09352,0.09352,0.09352,0.0,2026-03-01 18:25:00
1772389800000,0.09352,0.09352,0.09352,0.09352,0.0,2026-03-01 18:30:00
1772390100000,0.09302,0.09302,0.09294,0.09294,3398.0,2026-03-01 18:35:00
1772390400000,0.09294,0.09294,0.09294,0.09294,0.0,2026-03-01 18:40:00
1772390700000,0.09294,0.09294,0.09294,0.09294,0.0,2026-03-01 18:45:00
1772391000000,0.09294,0.09294,0.09294,0.09294,0.0,2026-03-01 18:50:00
1772391300000,0.09278,0.09278,0.09278,0.09278,20.0,2026-03-01 18:55:00
1772391600000,0.09278,0.09278,0.09278,0.09278,0.0,2026-03-01 19:00:00
1772391900000,0.09259,0.09259,0.09259,0.09259,5400.0,2026-03-01 19:05:00
1772392200000,0.09259,0.09259,0.09259,0.09259,0.0,2026-03-01 19:10:00
1772392500000,0.09239,0.09239,0.09239,0.09239,173.0,2026-03-01 19:15:00
1772392800000,0.09237,0.09237,0.09225,0.09225,397.0,2026-03-01 19:20:00
1772393100000,0.09224,0.09224,0.09205,0.09211,1026.0,2026-03-01 19:25:00
1772393400000,0.09212,0.09224,0.09212,0.09224,1972.0,2026-03-01 19:30:00
1772393700000,0.09212,0.09212,0.09212,0.09212,282.0,2026-03-01 19:35:00
1772394000000,0.09201,0.09201,0.09184,0.09184,686.0,2026-03-01 19:40:00
1772394300000,0.09184,0.09184,0.09184,0.09184,0.0,2026-03-01 19:45:00
1772394600000,0.09177,0.09179,0.09156,0.09179,8884.0,2026-03-01 19:50:00
1772394900000,0.09179,0.09179,0.09179,0.09179,0.0,2026-03-01 19:55:00
1772395200000,0.09179,0.09179,0.09179,0.09179,0.0,2026-03-01 20:00:00
1772395500000,0.0916,0.0916,0.09142,0.09142,73.0,2026-03-01 20:05:00
1772395800000,0.09116,0.09116,0.09098,0.09098,333.0,2026-03-01 20:10:00
1772396100000,0.09098,0.09098,0.09098,0.09098,0.0,2026-03-01 20:15:00
1772396400000,0.09098,0.09098,0.09098,0.09098,0.0,2026-03-01 20:20:00
1772396700000,0.09098,0.09098,0.09098,0.09098,0.0,2026-03-01 20:25:00
1772397000000,0.09105,0.09105,0.09105,0.09105,163.0,2026-03-01 20:30:00
1772397300000,0.09081,0.09081,0.09081,0.09081,162.0,2026-03-01 20:35:00
1772397600000,0.09074,0.09074,0.09074,0.09074,420.0,2026-03-01 20:40:00
1772397900000,0.09074,0.09074,0.09074,0.09074,0.0,2026-03-01 20:45:00
1772398200000,0.09068,0.09068,0.09068,0.09068,5501.0,2026-03-01 20:50:00
1772398500000,0.09087,0.09087,0.09087,0.09087,1148.0,2026-03-01 20:55:00
1772398800000,0.09087,0.09087,0.09087,0.09087,0.0,2026-03-01 21:00:00
1772399100000,0.09087,0.09087,0.09087,0.09087,0.0,2026-03-01 21:05:00
1772399400000,0.09145,0.09145,0.09145,0.09145,125.0,2026-03-01 21:10:00
1772399700000,0.09145,0.09145,0.09145,0.09145,0.0,2026-03-01 21:15:00
1772400000000,0.09167,0.09167,0.09167,0.09167,125.0,2026-03-01 21:20:00
1772400300000,0.09168,0.09168,0.09168,0.09168,244.0,2026-03-01 21:25:00
1772400600000,0.09191,0.09198,0.09191,0.09192,3975.0,2026-03-01 21:30:00
1772400900000,0.09192,0.09192,0.09192,0.09192,0.0,2026-03-01 21:35:00
1772401200000,0.09168,0.09168,0.09168,0.09168,159.0,2026-03-01 21:40:00
1772401500000,0.09187,0.09187,0.09187,0.09187,160.0,2026-03-01 21:45:00
1772401800000,0.09187,0.09187,0.09187,0.09187,0.0,2026-03-01 21:50:00
1772402100000,0.09187,0.09187,0.09187,0.09187,159.0,2026-03-01 21:55:00
1772402400000,0.09203,0.09203,0.09203,0.09203,144.0,2026-03-01 22:00:00
1772402700000,0.09203,0.09203,0.09203,0.09203,0.0,2026-03-01 22:05:00
1772403000000,0.09199,0.09348,0.09199,0.0928,21729.0,2026-03-01 22:10:00
